smiles,value,target_id
CC(C)(C)NCC(O)COc1cccc2c1C[C@@H](O)[C@@H](O)C2,[0.09243255227306142],[5]
CC(CN1c2ccccc2Sc2ccccc21)N(C)C,[-0.0011226757216738182],[5]
Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,[0.0853892867509302],[5]
Cc1cc(C(C)Nc2ccccc2)c2nc(N3CCOCC3)cc(=O)n2c1,[0.17642697035015908],[5]
C=c1c(C(=O)NCCN(CC)CC)c(C)[nH]c1=Cc1c(O)[nH]c2ccc(F)cc12,[0.6480763431913568],[5]
COc1ccc2c(c1OC)C(=O)O[C@@H]2[C@H]1c2c(cc3c(c2OC)OCO3)CCN1C,[0.029446764487902795],[5]
OCCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1,[0.024699923568066308],[5]
COc1ccc2c(c1)CC(C(=O)Nc1ccc(-c3cn[nH]c3)cc1OCCN(C)C)CO2,[0.5574182127070451],[5]
COC(=O)Nc1nc2cc(C(=O)c3ccc(F)cc3)ccc2[nH]1,[-0.11828932416975876],[5]
CCN(CC)C(=O)[C@@]1(c2ccccc2)C[C@H]1CN,[1.320653554691566],[5]
O=C(CCCCCCC(O)=NO)Nc1ccccc1,[0.3329727861702373],[5]
Cc1nnc(SCC2=C(C(=O)O)N3C(=O)C(NC(=O)Cn4cnnn4)[C@H]3SC2)s1,[0.47584092667303074],[5]
CCCCC[C@H](O)/C=C/[C@@H]1C(CCCCCCC(=O)O)C(=O)C[C@H]1O,[0.018397382239437723],[5]
COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,[0.49621548438618834],[5]
CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)C1CCCCCC)OC(=O)C(CC(C)C)NC=O,[1.1647924156227152],[5]
O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1C(F)(F)F,[0.17965801028151035],[5]
Nc1c(CC(=O)O)cccc1C(=O)c1ccc(Br)cc1,[-0.12859686125420863],[5]
CCC(C(N)=O)(C(N)=O)c1ccccc1,[0.04813713274645325],[5]
CC[C@H](C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=CC(C(=O)O1)[C@]34O)O2,[0.7110263168334159],[5]
CCCCCN=C(N)NN=Cc1c[nH]c2ccc(OC)cc12,[-0.00657500663168891],[5]
O=C(NC[C@H]1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1,[1.1500396371941028],[5]
O=C(O)CCCN1CCC(O[C@@H](c2ccc(Cl)cc2)c2ccccn2)CC1,[0.9739206526399802],[5]
Cn1c(=O)c2[nH]cnc2n(C)c1=O,[0.0656287121821998],[5]
O=C(CCCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc(F)cc1,[0.6386984797820432],[5]
C[C@H](Oc1ccc(S(C)(=O)=O)cc1C(=O)N1CCN(c2ncc(C(F)(F)F)cc2F)CC1)C(F)(F)F,[0.5196680237625312],[5]
CC1=C2CC(=O)C=C[C@]2(C)[C@@H]2[C@@H](C1)[C@@H]1CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@@H]2O,[1.3255161863223512],[5]
CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)C(C(=O)O)C(C)C,[0.2924742076635933],[5]
CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,[0.296613741962113],[5]
C[C@@H]1CCO[C@H]2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(O)c3C(=O)N12,[0.6333027884132246],[5]
CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1,[-0.01679591787914812],[5]
CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,[1.8639396659709146],[5]
Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,[0.1484297276877187],[5]
CCc1cc2c(cc1CC)CC(NC[C@H](O)c1ccc(O)c3[nH]c(=O)ccc13)C2,[1.244583451422284],[5]
CCCc1nc(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)nn12,[1.6152481381647348],[5]
CCOC(=O)c1cncn1[C@H](C)c1ccccc1,[-0.0006638080507490517],[5]
CC[C@H]1OC(=O)C(C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)CC(C)C(=O)C(C)[C@@H](O)[C@]1(C)O,[-0.3024916089264716],[5]
Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,[1.5487261350904848],[5]
CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1,[0.7580554596255225],[5]
CC(=O)Oc1ccccc1C(=O)O,[0.05744786059989763],[5]
COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)C23)OCO4)cc(OC)c1O,[0.9487434087077475],[5]
CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,[1.2901127532856296],[5]
CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,[0.4607803461490889],[5]
C[N+]1(C)[C@@H]2C[C@@H](OC(=O)C(O)(c3cccs3)c3cccs3)C[C@H]1[C@@H]1O[C@@H]12,[0.48224393282825695],[5]
CCCN[C@H]1CCc2nc(N)sc2C1,[-0.09480263034464938],[5]
COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)CC(C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC,[-0.17459602142832947],[5]
CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCN(CCCC)CCCC)cc1,[1.0233956515257132],[5]
